,time_of_merge,time_of_quick,time_of_heap,time_of_counting
0,0.0,0.0,0.0,0.0029888153076171875
1,0.002995014190673828,0.0029952526092529297,0.0,0.0039882659912109375
2,0.007012605667114258,0.004990577697753906,0.0009708404541015625,0.0039942264556884766
3,0.009987354278564453,0.008985757827758789,0.0019958019256591797,0.00499415397644043
4,0.01397562026977539,0.011982202529907227,0.0019795894622802734,0.004992485046386719
5,0.017947673797607422,0.016557693481445312,0.0019969940185546875,0.004991292953491211
6,0.022961139678955078,0.020954370498657227,0.001996755599975586,0.005921363830566406
7,0.025961637496948242,0.02495861053466797,0.0029997825622558594,0.006002902984619141
8,0.030954360961914062,0.03194856643676758,0.004046440124511719,0.006983518600463867
9,0.03494524955749512,0.03493952751159668,0.0039942264556884766,0.006983757019042969
10,0.038934946060180664,0.040943145751953125,0.0040056705474853516,0.0069887638092041016
11,0.04292774200439453,0.04697132110595703,0.004991769790649414,0.006985902786254883
12,0.04792189598083496,0.052915096282958984,0.005987405776977539,0.008983135223388672
13,0.051914215087890625,0.0628974437713623,0.0059893131256103516,0.008980989456176758
14,0.05590939521789551,0.06092262268066406,0.005992412567138672,0.008987665176391602
15,0.059542179107666016,0.07188820838928223,0.006986379623413086,0.009989261627197266
16,0.06390023231506348,0.07687997817993164,0.006989717483520508,0.008982658386230469
17,0.06789302825927734,0.08386659622192383,0.006989955902099609,0.00998377799987793
18,0.0729227066040039,0.0888519287109375,0.007984399795532227,0.010987043380737305
19,0.07687973976135254,0.09784102439880371,0.008984565734863281,0.010984420776367188
20,0.08187317848205566,0.10739493370056152,0.00898599624633789,0.010984659194946289
21,0.08686590194702148,0.11581611633300781,0.009987354278564453,0.01202702522277832
22,0.08983349800109863,0.12180638313293457,0.01098322868347168,0.011983633041381836
23,0.09348177909851074,0.12679386138916016,0.011003732681274414,0.011985301971435547
24,0.09983682632446289,0.13879156112670898,0.010980844497680664,0.012982845306396484
25,0.10383772850036621,0.14476919174194336,0.010983467102050781,0.012979269027709961
26,0.10838961601257324,0.1597437858581543,0.012980461120605469,0.01300191879272461
27,0.11581707000732422,0.17072606086730957,0.012980461120605469,0.012975692749023438
28,0.11681604385375977,0.18427014350891113,0.012982845306396484,0.012982845306396484
29,0.12080240249633789,0.18869805335998535,0.012981414794921875,0.013978242874145508
30,0.12579798698425293,0.1892988681793213,0.013976812362670898,0.01397395133972168
31,0.1297895908355713,0.20267295837402344,0.013973712921142578,0.014980077743530273
32,0.13478446006774902,0.21564865112304688,0.014973640441894531,0.014979839324951172
33,0.13834357261657715,0.2196488380432129,0.015977859497070312,0.015974044799804688
34,0.14277029037475586,0.24163365364074707,0.01598644256591797,0.01597118377685547
35,0.1477665901184082,0.24820685386657715,0.015975236892700195,0.01597452163696289
36,0.15275979042053223,0.26114678382873535,0.016970157623291016,0.01697707176208496
37,0.15774798393249512,0.2701399326324463,0.017921924591064453,0.016969919204711914
38,0.16173934936523438,0.2835404872894287,0.017972230911254883,0.01797175407409668
39,0.1667327880859375,0.29253149032592773,0.0177919864654541,0.01797199249267578
40,0.17272400856018066,0.32248473167419434,0.019968509674072266,0.0189669132232666
41,0.1827089786529541,0.3201179504394531,0.019968509674072266,0.017976045608520508
42,0.1813356876373291,0.338458776473999,0.01996779441833496,0.018969058990478516
43,0.18470382690429688,0.35300111770629883,0.019974708557128906,0.01897406578063965
44,0.19468903541564941,0.37099742889404297,0.02196478843688965,0.019971132278442383
45,0.19430851936340332,0.37444639205932617,0.021967172622680664,0.020969390869140625
46,0.19868111610412598,0.3969407081604004,0.022963523864746094,0.02096843719482422
47,0.2036750316619873,0.3924217224121094,0.02295970916748047,0.020969152450561523
48,0.20766830444335938,0.4093351364135742,0.023961544036865234,0.02096104621887207
49,0.21365928649902344,0.43344998359680176,0.023964881896972656,0.020966053009033203
50,0.21764922142028809,0.44329380989074707,0.024959802627563477,0.021967649459838867
51,0.2242879867553711,0.4552733898162842,0.024955272674560547,0.022961854934692383
52,0.22658872604370117,0.4688146114349365,0.02690410614013672,0.022963285446166992
53,0.23262500762939453,0.499147891998291,0.026960134506225586,0.023961782455444336
54,0.23666977882385254,0.5111851692199707,0.026957035064697266,0.022964954376220703
55,0.24959993362426758,0.5327122211456299,0.02795267105102539,0.024959564208984375
56,0.24763751029968262,0.5616781711578369,0.027959108352661133,0.023913145065307617
57,0.24960041046142578,0.5496864318847656,0.029951095581054688,0.02496051788330078
58,0.25558924674987793,0.5670962333679199,0.029952287673950195,0.024965763092041016
59,0.25858330726623535,0.5919404029846191,0.03094935417175293,0.02595806121826172
60,0.2645704746246338,0.6120233535766602,0.02995753288269043,0.02595973014831543
61,0.2685697078704834,0.6326005458831787,0.03294563293457031,0.02695918083190918
62,0.2731306552886963,0.6689181327819824,0.03194928169250488,0.026959657669067383
63,0.2781839370727539,0.6675002574920654,0.03294825553894043,0.026955842971801758
64,0.28354883193969727,0.6719217300415039,0.0329439640045166,0.027955055236816406
65,0.2875382900238037,0.6757307052612305,0.03394627571105957,0.027954816818237305
66,0.2925264835357666,0.705866813659668,0.03400278091430664,0.027956485748291016
67,0.2965240478515625,0.7234132289886475,0.03594017028808594,0.027933835983276367
68,0.30208683013916016,0.7517991065979004,0.035944223403930664,0.027963638305664062
69,0.30913233757019043,0.7718162536621094,0.036936044692993164,0.027951717376708984
70,0.31149840354919434,0.8162868022918701,0.037943124771118164,0.028957128524780273
71,0.3214850425720215,0.7982418537139893,0.03793931007385254,0.029949665069580078
72,0.3224830627441406,0.8402249813079834,0.03793978691101074,0.02895045280456543
73,0.3254814147949219,0.8472905158996582,0.038939714431762695,0.030955791473388672
74,0.33047056198120117,0.8861515522003174,0.03993654251098633,0.03195548057556152
75,0.3374602794647217,0.9011251926422119,0.03993105888366699,0.031995296478271484
76,0.34145092964172363,0.9101147651672363,0.040937185287475586,0.0319514274597168
77,0.3464221954345703,0.9476137161254883,0.04198098182678223,0.03294968605041504
78,0.35242199897766113,0.9525265693664551,0.04098653793334961,0.03294658660888672
79,0.35357093811035156,0.9859950542449951,0.04193568229675293,0.033941030502319336
80,0.3624229431152344,0.9885625839233398,0.04293203353881836,0.03394198417663574
81,0.36440086364746094,1.0398526191711426,0.04293036460876465,0.033945322036743164
82,0.36902284622192383,1.046891689300537,0.04393649101257324,0.034943342208862305
83,0.37901759147644043,1.0688588619232178,0.04393267631530762,0.03394675254821777
84,0.382404088973999,1.0838840007781982,0.04492950439453125,0.03494405746459961
85,0.3846275806427002,1.1075000762939453,0.04592156410217285,0.03489398956298828
86,0.42131638526916504,1.1716902256011963,0.045923709869384766,0.035935163497924805
87,0.39493465423583984,1.1637494564056396,0.04692435264587402,0.036916494369506836
88,0.40791821479797363,1.1912798881530762,0.04787397384643555,0.036943912506103516
89,0.40236568450927734,1.2086801528930664,0.04892468452453613,0.0369415283203125
90,0.4079110622406006,1.2455763816833496,0.04791736602783203,0.037938833236694336
91,0.41333460807800293,1.2805209159851074,0.04892086982727051,0.037509918212890625
92,0.4198422431945801,1.2701551914215088,0.05186796188354492,0.03993630409240723
93,0.42232489585876465,1.306528091430664,0.050544023513793945,0.038942575454711914
94,0.4283146858215332,1.3135128021240234,0.0509486198425293,0.0399322509765625
95,0.4333024024963379,1.3887791633605957,0.05191993713378906,0.03894162178039551
96,0.44048285484313965,1.3670456409454346,0.05291318893432617,0.03993868827819824
97,0.43927907943725586,1.410334587097168,0.05191850662231445,0.03993797302246094
98,0.4492759704589844,1.4204351902008057,0.05192208290100098,0.04093790054321289
99,0.45027852058410645,1.449632167816162,0.05491352081298828,0.03993844985961914
